guid,input,output,logit,input_label,output_label
00731,0.0,0.0,1.0266605615615845,0,0
06916,0.0,0.0,1.026660442352295,0,0
00282,1.0,0.0,1.0266605615615845,1,0
05323,0.0,0.0,1.0266605615615845,0,0
08672,0.0,0.0,1.0266609191894531,0,0
06213,0.0,0.0,1.0266605615615845,0,0
04291,0.0,0.0,1.0266605615615845,0,0
07236,0.0,0.0,1.0266605615615845,0,0
01497,0.0,0.0,1.0266607999801636,0,0
11964,0.0,0.0,1.0266607999801636,0,0
03094,0.0,0.0,1.0266605615615845,0,0
01817,0.0,0.0,1.0266607999801636,0,0
06774,0.0,0.0,1.026660680770874,0,0
11512,1.0,0.0,1.0266607999801636,1,0
09487,0.0,0.0,1.026660680770874,0,0
04053,0.0,0.0,1.0266607999801636,0,0
02921,0.0,0.0,1.026660680770874,0,0
06767,0.0,0.0,1.0266607999801636,0,0
05730,0.0,0.0,1.0266607999801636,0,0
04306,0.0,0.0,1.0266607999801636,0,0
03588,0.0,0.0,1.0266605615615845,0,0
07795,0.0,0.0,1.0266607999801636,0,0
10312,0.0,0.0,1.0266605615615845,0,0
04329,0.0,0.0,1.0266607999801636,0,0
12185,0.0,0.0,1.0266605615615845,0,0
05248,1.0,0.0,1.026660442352295,1,0
05582,0.0,0.0,1.0266605615615845,0,0
04447,0.0,0.0,1.026660680770874,0,0
11191,0.0,0.0,1.0266607999801636,0,0
11756,0.0,0.0,1.0266607999801636,0,0
10530,0.0,0.0,1.026660680770874,0,0
02263,0.0,0.0,1.0266607999801636,0,0
00693,0.0,0.0,1.026660680770874,0,0
10908,0.0,0.0,1.0266609191894531,0,0
03624,0.0,0.0,1.026660680770874,0,0
03005,0.0,0.0,1.0266605615615845,0,0
06209,0.0,0.0,1.0266607999801636,0,0
08760,0.0,0.0,1.0266607999801636,0,0
04261,0.0,0.0,1.026660680770874,0,0
04903,0.0,0.0,1.0266609191894531,0,0
01715,0.0,0.0,1.0266607999801636,0,0
07125,1.0,0.0,1.026660442352295,1,0
00289,0.0,0.0,1.0266609191894531,0,0
06572,0.0,0.0,1.0266607999801636,0,0
02690,1.0,0.0,1.026660680770874,1,0
06496,0.0,0.0,1.0266605615615845,0,0
05145,0.0,0.0,1.0266605615615845,0,0
00734,0.0,0.0,1.0266607999801636,0,0
10098,0.0,0.0,1.026660680770874,0,0
10746,0.0,0.0,1.0266607999801636,0,0
04509,0.0,0.0,1.0266607999801636,0,0
02545,0.0,0.0,1.0266609191894531,0,0
09811,0.0,0.0,1.0266605615615845,0,0
00056,0.0,0.0,1.0266607999801636,0,0
02014,0.0,0.0,1.026660680770874,0,0
05846,1.0,0.0,1.0266605615615845,1,0
12595,0.0,0.0,1.0266605615615845,0,0
01833,0.0,0.0,1.0266605615615845,0,0
09717,0.0,0.0,1.026660680770874,0,0
10084,0.0,0.0,1.0266607999801636,0,0
07606,0.0,0.0,1.026660680770874,0,0
01320,0.0,0.0,1.0266607999801636,0,0
03249,0.0,0.0,1.026660442352295,0,0
03013,0.0,0.0,1.026660680770874,0,0
08310,0.0,0.0,1.0266607999801636,0,0
07369,0.0,0.0,1.026660680770874,0,0
01079,0.0,0.0,1.0266605615615845,0,0
05436,0.0,0.0,1.0266609191894531,0,0
10164,0.0,0.0,1.026660680770874,0,0
06702,0.0,0.0,1.026660680770874,0,0
01136,0.0,0.0,1.0266607999801636,0,0
08339,0.0,0.0,1.0266609191894531,0,0
07333,0.0,0.0,1.026660680770874,0,0
00304,0.0,0.0,1.0266605615615845,0,0
00350,0.0,0.0,1.0266607999801636,0,0
04233,0.0,0.0,1.0266605615615845,0,0
11603,0.0,0.0,1.0266607999801636,0,0
00158,0.0,0.0,1.026660680770874,0,0
09630,0.0,0.0,1.0266607999801636,0,0
01314,0.0,0.0,1.026660680770874,0,0
06451,0.0,0.0,1.0266607999801636,0,0
02318,0.0,0.0,1.0266609191894531,0,0
07884,0.0,0.0,1.0266607999801636,0,0
04966,0.0,0.0,1.0266605615615845,0,0
09424,0.0,0.0,1.0266607999801636,0,0
09178,0.0,0.0,1.0266607999801636,0,0
02888,0.0,0.0,1.0266605615615845,0,0
06537,0.0,0.0,1.0266607999801636,0,0
06649,0.0,0.0,1.0266610383987427,0,0
07217,0.0,0.0,1.0266607999801636,0,0
01343,0.0,0.0,1.0266607999801636,0,0
07788,0.0,0.0,1.026660442352295,0,0
07835,0.0,0.0,1.0266605615615845,0,0
10083,0.0,0.0,1.026660680770874,0,0
10863,0.0,0.0,1.0266605615615845,0,0
01531,0.0,0.0,1.0266605615615845,0,0
04321,1.0,0.0,1.0266607999801636,1,0
02113,0.0,0.0,1.0266603231430054,0,0
05550,0.0,0.0,1.0266607999801636,0,0
09987,0.0,0.0,1.0266605615615845,0,0
04336,0.0,0.0,1.0266605615615845,0,0
03890,0.0,0.0,1.026660680770874,0,0
06615,0.0,0.0,1.0266605615615845,0,0
07696,0.0,0.0,1.0266609191894531,0,0
10634,0.0,0.0,1.0266605615615845,0,0
04869,0.0,0.0,1.0266607999801636,0,0
00333,0.0,0.0,1.026660680770874,0,0
08048,0.0,0.0,1.0266607999801636,0,0
07783,0.0,0.0,1.026660680770874,0,0
12089,1.0,0.0,1.0266605615615845,1,0
09467,0.0,0.0,1.0266605615615845,0,0
03322,0.0,0.0,1.0266607999801636,0,0
10715,1.0,0.0,1.0266607999801636,1,0
10654,0.0,0.0,1.0266607999801636,0,0
09649,0.0,0.0,1.0266607999801636,0,0
09118,0.0,0.0,1.0266607999801636,0,0
04290,0.0,0.0,1.026660442352295,0,0
12993,0.0,0.0,1.026660680770874,0,0
08522,0.0,0.0,1.0266605615615845,0,0
10817,0.0,0.0,1.0266605615615845,0,0
02823,0.0,0.0,1.0266605615615845,0,0
06795,0.0,0.0,1.026660680770874,0,0
00846,0.0,0.0,1.0266607999801636,0,0
06195,0.0,0.0,1.0266607999801636,0,0
02930,0.0,0.0,1.0266607999801636,0,0
02808,0.0,0.0,1.0266607999801636,0,0
04859,0.0,0.0,1.0266605615615845,0,0
02029,0.0,0.0,1.026660680770874,0,0
08498,0.0,0.0,1.026660680770874,0,0
00265,0.0,0.0,1.0266609191894531,0,0
02856,0.0,0.0,1.0266605615615845,0,0
12331,0.0,0.0,1.0266607999801636,0,0
12342,0.0,0.0,1.0266607999801636,0,0
04207,0.0,0.0,1.0266607999801636,0,0
00354,0.0,0.0,1.0266605615615845,0,0
07521,0.0,0.0,1.026660680770874,0,0
07756,0.0,0.0,1.0266605615615845,0,0
04607,0.0,0.0,1.026660680770874,0,0
11897,0.0,0.0,1.0266607999801636,0,0
05011,1.0,0.0,1.0266605615615845,1,0
05544,0.0,0.0,1.0266609191894531,0,0
01355,0.0,0.0,1.026660442352295,0,0
12661,0.0,0.0,1.0266607999801636,0,0
02646,0.0,0.0,1.0266607999801636,0,0
04241,1.0,0.0,1.0266607999801636,1,0
03226,0.0,0.0,1.0266607999801636,0,0
10121,0.0,0.0,1.0266607999801636,0,0
00657,0.0,0.0,1.0266609191894531,0,0
12431,0.0,0.0,1.0266609191894531,0,0
02906,0.0,0.0,1.0266607999801636,0,0
07525,0.0,0.0,1.0266607999801636,0,0
03149,0.0,0.0,1.0266605615615845,0,0
10524,0.0,0.0,1.0266607999801636,0,0
04095,0.0,0.0,1.026660680770874,0,0
11027,0.0,0.0,1.0266607999801636,0,0
01181,0.0,0.0,1.0266605615615845,0,0
10118,0.0,0.0,1.0266609191894531,0,0
07579,0.0,0.0,1.0266605615615845,0,0
11600,0.0,0.0,1.0266610383987427,0,0
12545,0.0,0.0,1.0266605615615845,0,0
09254,0.0,0.0,1.026660680770874,0,0
07006,1.0,0.0,1.0266607999801636,1,0
06444,1.0,0.0,1.0266607999801636,1,0
12732,0.0,0.0,1.0266612768173218,0,0
07096,0.0,0.0,1.026660680770874,0,0
04319,0.0,0.0,1.026660680770874,0,0
04783,1.0,0.0,1.026660680770874,1,0
05062,0.0,0.0,1.026660680770874,0,0
02240,0.0,0.0,1.0266607999801636,0,0
00695,0.0,0.0,1.0266607999801636,0,0
05162,0.0,0.0,1.026660680770874,0,0
07613,0.0,0.0,1.026660680770874,0,0
01514,0.0,0.0,1.0266607999801636,0,0
01242,1.0,0.0,1.026660680770874,1,0
10364,0.0,0.0,1.026660680770874,0,0
04371,0.0,0.0,1.026660680770874,0,0
03630,0.0,0.0,1.026660680770874,0,0
05854,0.0,0.0,1.0266609191894531,0,0
10630,0.0,0.0,1.0266607999801636,0,0
11047,0.0,0.0,1.026660680770874,0,0
01002,0.0,0.0,1.0266605615615845,0,0
07922,0.0,0.0,1.0266607999801636,0,0
09304,0.0,0.0,1.0266605615615845,0,0
03799,0.0,0.0,1.0266607999801636,0,0
02400,0.0,0.0,1.026660680770874,0,0
04189,0.0,0.0,1.0266605615615845,0,0
02003,0.0,0.0,1.0266607999801636,0,0
