guid,input,output,logit,input_label,output_label
00731,0.0,0.0,4.687133312225342,0,0
06916,0.0,0.0,4.66532564163208,0,0
00282,0.0,0.0,4.6492719650268555,0,0
05323,0.0,0.0,4.571560382843018,0,0
08672,0.0,0.0,4.6544671058654785,0,0
06213,1.0,0.0,3.927424192428589,1,0
04291,0.0,0.0,4.668812274932861,0,0
07236,0.0,0.0,4.6311564445495605,0,0
01497,0.0,0.0,4.572763919830322,0,0
11964,0.0,0.0,4.335450172424316,0,0
03094,0.0,0.0,4.674551010131836,0,0
01817,0.0,0.0,4.6835408210754395,0,0
06774,1.0,0.0,3.409276008605957,1,0
11512,0.0,0.0,4.097864151000977,0,0
09487,0.0,0.0,4.675764560699463,0,0
04053,0.0,0.0,4.633264064788818,0,0
02921,0.0,0.0,4.694108486175537,0,0
06767,0.0,0.0,4.675059795379639,0,0
05730,0.0,0.0,4.629828453063965,0,0
04306,0.0,0.0,4.647679328918457,0,0
03588,0.0,0.0,4.616623401641846,0,0
07795,0.0,0.0,4.679574489593506,0,0
10312,0.0,0.0,4.5184760093688965,0,0
04329,0.0,0.0,4.582788467407227,0,0
12185,0.0,0.0,4.6809797286987305,0,0
05248,0.0,0.0,4.662709712982178,0,0
05582,0.0,0.0,4.561877727508545,0,0
04447,0.0,0.0,4.633576393127441,0,0
11191,0.0,0.0,4.659792423248291,0,0
11756,0.0,0.0,4.647572994232178,0,0
10530,0.0,0.0,4.280404567718506,0,0
02263,0.0,0.0,1.5390502214431763,0,0
00693,0.0,0.0,3.746661424636841,0,0
10908,0.0,0.0,4.6555376052856445,0,0
03624,0.0,0.0,4.692215442657471,0,0
03005,1.0,1.0,2.280939817428589,1,1
06209,0.0,0.0,4.638240337371826,0,0
08760,0.0,0.0,4.65020751953125,0,0
04261,0.0,0.0,4.658029556274414,0,0
04903,0.0,0.0,4.5875468254089355,0,0
01715,0.0,0.0,4.690597057342529,0,0
07125,0.0,0.0,4.5009541511535645,0,0
00289,0.0,0.0,4.669901371002197,0,0
06572,0.0,0.0,4.643753528594971,0,0
02690,0.0,0.0,4.678366184234619,0,0
06496,0.0,0.0,4.248925685882568,0,0
05145,0.0,0.0,4.679417133331299,0,0
00734,0.0,0.0,4.687422752380371,0,0
10098,0.0,0.0,4.650473117828369,0,0
10746,1.0,1.0,2.8030152320861816,1,1
04509,1.0,1.0,0.8480566740036011,1,1
02545,0.0,0.0,4.686997413635254,0,0
09811,0.0,0.0,4.445515155792236,0,0
00056,0.0,0.0,3.9326252937316895,0,0
02014,0.0,0.0,4.673304080963135,0,0
05846,0.0,0.0,4.623886585235596,0,0
12595,1.0,0.0,0.08605807274580002,1,0
01833,0.0,0.0,4.697041988372803,0,0
09717,0.0,0.0,4.679858684539795,0,0
10084,0.0,0.0,4.668640613555908,0,0
07606,0.0,0.0,4.6761155128479,0,0
01320,0.0,0.0,4.679413318634033,0,0
03249,0.0,0.0,4.672726631164551,0,0
03013,0.0,0.0,4.692570209503174,0,0
08310,0.0,0.0,4.530857086181641,0,0
07369,0.0,0.0,4.509201526641846,0,0
01079,0.0,0.0,4.652162551879883,0,0
05436,0.0,0.0,4.683810710906982,0,0
10164,0.0,0.0,4.650269985198975,0,0
06702,0.0,0.0,4.678657531738281,0,0
01136,0.0,0.0,4.510536193847656,0,0
08339,0.0,0.0,4.623243808746338,0,0
07333,0.0,0.0,4.271722316741943,0,0
00304,0.0,0.0,4.687524318695068,0,0
00350,0.0,0.0,4.6600565910339355,0,0
04233,0.0,0.0,4.161757946014404,0,0
11603,0.0,0.0,4.664143085479736,0,0
00158,0.0,0.0,4.677431583404541,0,0
